122,138.2301909,5.233417909,10.71848107,49.5,95,92.5,106,Hapoel Petah Tikva fan
170,208,6.93715221,11.28685855,40.5,94.9,127.6,93.8,Real-Madrid fan
207,149.0307279,6.792114788,10.07967464,38.7,138.4,112.2,107,Hapoel Petah Tikva fan
149,152.1258847,7.348426139,8.677013906,76,122.5,101.5,136,Barcelona fan
217,84.57931835,5.004375966,3.813183296,38.4,130.7,124.1,105.8,Barcelona fan
211,102.569059,6.223778674,5.268128687,24.6,45.4,126.9,129.1,Maccabi Petah Tikva fan
153,84.87603536,4.81696417,8.102661319,50,101.9,111,99.3,Real-Madrid fan
132,125.8215532,6.481692069,8.979245275,35.4,127,120.6,132.7,Hapoel Petah Tikva fan
124,60.44209034,6.563228297,7.297796268,37.2,118.6,107.2,119.4,Real-Madrid fan
196,87.369673,6.387445001,6.259689403,27.1,106.6,107.8,119.6,Maccabi Petah Tikva fan
133,90.89279246,6.233117895,5.627620994,92.1,109.8,107.3,115.9,Hapoel Petah Tikva fan
217,128.8796218,6.440288456,5.024274928,59.9,124.1,123.4,122.3,Real-Madrid fan
201,147.3013255,5.987380197,6.564819835,53.9,136,96.4,97.7,Hapoel Petah Tikva fan
187,109.9001713,4.278469408,7.802572411,89.5,91.8,136.7,108.2,Maccabi Petah Tikva fan
210,79.31971366,4.609222896,9.561139052,55.9,127,135.7,102.3,Hapoel Petah Tikva fan
209,93.73024746,5.815789121,8.945178174,11.7,130.5,107.2,131.2,Hapoel Petah Tikva fan
146,133.7106955,4.071743317,10.93194704,52.2,108.9,139,116.2,Hapoel Petah Tikva fan
208,105.2385653,5.104721221,4.548728312,32.7,122,119.4,128.9,Hapoel Petah Tikva fan
153,83.55100044,4.071036456,7.504100744,28.8,109.8,108.5,101.6,Real-Madrid fan
154,51.87591023,5.867196212,4.705143567,74.8,132.2,134,119.4,Barcelona fan
151,138.8388863,5.432418039,3.955289039,63.6,129.9,126.2,134.1,Real-Madrid fan
156,108.1086008,7.454140327,9.930359837,43,125.7,137.6,140.8,Maccabi Petah Tikva fan
187,80.45488441,7.27877865,9.984422932,35.9,98.3,92.6,128.4,Barcelona fan
132,105.5368591,5.213664569,5.55497001,57.7,117.3,118.9,100.2,Real-Madrid fan
152,128.0515559,6.042254907,4.133621901,10.6,124.9,136.7,93.3,Maccabi Petah Tikva fan
143,98.16356273,5.101489554,11.24935447,54.4,130.9,87.1,132.7,Barcelona fan
141,140.3135679,6.728933844,10.49540438,39.1,92,132,140.5,Real-Madrid fan
131,107.6274716,6.92091708,10.3483383,89.1,130.7,114.6,122.6,Barcelona fan
218,137.4509948,7.288012573,8.997650246,26.7,127,129.6,106.9,Hapoel Petah Tikva fan
163,71.11068935,5.246942019,8.001023276,59.4,130.7,117,100.3,Real-Madrid fan
194,102.4841463,7.566059098,8.790402459,81.4,112.6,100.9,136.7,Hapoel Petah Tikva fan
138,110.4583468,6.431363691,5.741945891,22,136.1,125.7,114.4,Maccabi Petah Tikva fan
168,59.59516228,7.018633167,11.33729321,46.5,96.3,125,106.9,Real-Madrid fan
